Comment,Sentiment
तेरी माँ ली होंगी 2 या 3 सौ इसमें कोई दो राय nahi कंगना ने तेरी वर्दी का सम्मान kiya धन्य है कँगना जी 🙏,Positive
Great Job Mam❤❤❤,Positive
Very good job 👏👍👌,Positive
"CISF lost its Trust
Shows indiscipline at airports
Kangana was arrogant and insensitive but this is not done..",Negative
Khalistan army girls,Neutral
"I guess , f- around and find out",Neutral
"People in this country die for a sarkari naukri, esp uniform, that too a woman, we should also ponder why anyone would put theirs future, livelihood and reputation at stake, while violence of any kind should not be encouraged, we should also be careful not to provoke each other to point of no return!",Negative
Yeh ekk 3rdclass harkit hai ess ka to court marshal Huna chaye kisse sanik ko koe matlab nehi kisse party say,Negative
Good job ❤❤,Positive
Khalishtani bich 😅😅,Neutral
ठीक किया है ये बहुत कानून वाली बनती है😂😂😂😂सविधान के बारे मे कुछ ज्यादा ही बोलती है इसको खुद नही मालूम है की सविधान क्या है ये देश क्या है और midea मे उल्टा अति है बोलने😢😢😢😢,Negative
गुस्सा जायज़ है पर ये वर्दी में ना होती तो कंगना के आस पास भी ना होती,Negative
Khalistani,Neutral
Salute hai aise jambaz cisf par,Positive
💪👌,Positive
"Why this slap is a big issue? If a common man slapped by CISF Guard, will someone talk about it?",Negative
ये कंगना मैडम संसद में शपथ लेते नहीं दिखी 😂😂,Negative
💪💪💪💪💪,Positive
Need this type of brave girl in India...,Positive
Dil khush Kiya aapne well done sister,Positive
Well done..sister..our..politics is..tooòoooo..much..polluted..😂..by..these..type..of..cheap..film..actors..I.. am..a..hindu...but..I.. support..u..,Positive
Sahi dhra  kisano ka drad Mahal main ya other popel kiyA jane or janten nahi toon bolten kiyo hoon,Negative
Jay javan Jai kisaan ❤,Positive
apni ma ke army join kri h ya desh ke liye,Negative
Iski maa ko nahi kha tha kangana ne . Vardi ka galat use Kiya hai isne ise pta hai pese mil jayenge or support bhi neta bna dega koi mujhe,Negative
Or sikyorty kya kr rhi thi,Negative
This is the proof of nature of protest.When a CISF employee can forget her duty and act in violence on duty imagine how peaceful the whole thing would have been. Further unions supported her act which means they supported violence,Negative
Aise logo ko suspend kr dena chayie ....bardi me gundagardi krte.....celebrity se kiya to news me a gya local inshano se krte hoge ushka kya.......punish krna chayie or accha tagda wala jisse aise system me aise log darr kr rhe....apni duty me responsibility ki smjh nhi......I hate this woman ....👎,Negative
Yeh punjabi pahle indira gandhi ko maare the uniform me aur ab kangna ko.... Bina uniform ke inse kaam nhi hota... Aoukat thi toh bina uniform chali jaati... Aur kewal kangna ne hi nhi bola tha bahut log bole the hasiyat hai toh jaao sabko kootto jaake,Negative
PLEASE KIYA KOI MERI HELP KAR SAKTA HAI ???! MUJHE MEDIA KO ZARIYA BNANA HAI KHUD KO ZULM SE CHUDANE KA AUR ZULM KE KHILAF INSAF KA MUJHE PICHLE 48 MAHINON SE BEHISAAB TORTURE KA SHIKAR KIA JA RAHA HAI MEIN BEMAR THI MERI BEMARI KA ILAJ ROK KAR MERI BEMARI KO BARHANE KI ANTHAK BEHISSAB KOSHISHIEN HO RAHI HAIN PICHLE 48 MAHINON SE JHEL RAHI HUN PLEASE PLEASE PLEASE KOI BHI VIDEO OWNER AUR YAHAN AANE WALE SAB MEDIA TAK MERA YE PAEGHAM POHNCHAIYE MEDIA MERI SITUATION SARI DUNYA KE SAMNE LE AAEY MERE MUDDE KO AESA UTHAIYE AAPKI IS BEHEN KO AAPKE IS AHSAAN KI BEHAD ZARURAT HAI AGAR AAP NE APNA YOGDAN NA DIYA TO YAD RAKHIYE MUJHE KUCH HOTA HAI TO AAP ZIMMEDAR HONGE,Negative
PLEASE KIYA KOI MERI HELP KAR SAKTA HAI ???! MUJHE MEDIA KO ZARIYA BNANA HAI KHUD KO ZULM SE CHUDANE KA AUR ZULM KE KHILAF INSAF KA MUJHE PICHLE 48 MAHINON SE BEHISAAB TORTURE KA SHIKAR KIA JA RAHA HAI MEIN BEMAR THI MERI BEMARI KA ILAJ ROK KAR MERI BEMARI KO BARHANE KI ANTHAK BEHISSAB KOSHISHIEN HO RAHI HAIN PICHLE 48 MAHINON SE JHEL RAHI HUN PLEASE PLEASE PLEASE KOI BHI VIDEO OWNER AUR YAHAN AANE WALE SAB MEDIA TAK MERA YE PAEGHAM POHNCHAIYE MEDIA MERI SITUATION SARI DUNYA KE SAMNE LE AAEY MERE MUDDE KO AESA UTHAIYE AAPKI IS BEHEN KO AAPKE IS AHSAAN KI BEHAD ZARURAT HAI AGAR AAP NE APNA YOGDAN NA DIYA TO YAD RAKHIYE MUJHE KUCH HOTA HAI TO AAP ZIMMEDAR HONGE,Negative
PLEASE KIYA KOI MERI HELP KAR SAKTA HAI ???! MUJHE MEDIA KO ZARIYA BNANA HAI KHUD KO ZULM SE CHUDANE KA AUR ZULM KE KHILAF INSAF KA MUJHE PICHLE 48 MAHINON SE BEHISAAB TORTURE KA SHIKAR KIA JA RAHA HAI MEIN BEMAR THI MERI BEMARI KA ILAJ ROK KAR MERI BEMARI KO BARHANE KI ANTHAK BEHISSAB KOSHISHIEN HO RAHI HAIN PICHLE 48 MAHINON SE JHEL RAHI HUN PLEASE PLEASE PLEASE KOI BHI VIDEO OWNER AUR YAHAN AANE WALE SAB MEDIA TAK MERA YE PAEGHAM POHNCHAIYE MEDIA MERI SITUATION SARI DUNYA KE SAMNE LE AAEY MERE MUDDE KO AESA UTHAIYE AAPKI IS BEHEN KO AAPKE IS AHSAAN KI BEHAD ZARURAT HAI AGAR AAP NE APNA YOGDAN NA DIYA TO YAD RAKHIYE MUJHE KUCH HOTA HAI TO AAP ZIMMEDAR HONGE,Negative
Are kya yah heroine hai kya neta hai kya hai kuchh nahin hai kya kar ke aage badi hai kiske kiske vishay mein so ke aage badi hai logon Ko maloom nahin hai kya,Negative
Woow nice,Positive
നിങ്ങൽ നിങ്ങളുടെ ജോലിയിൽ വീഴ്ച്ച വരുത്തി.  ഇത് നല്ല കീഴ്‌വഴക്കം അല്ല.  ഇതിനെ സപ്പോർട്ട് ചെയ്യില്ല.  ഇന്ദിരാ ഗാന്ധിയുടെ അംഗരക്ഷകർ അവരെ വെടിവെച്ച് അവർ മരണപ്പെട്ടു.  വിശ്വസിച്ച് നിങ്ങളെപ്പോലുള്ളവരെ വേണ്ടപ്പെട്ടവർക്ക് സുരക്ഷ ഒരുക്കാൻ നിർത്താതെ ആകും.  അപ്പോൽ സേനയ്ക്ക് തന്നെ അപമാനമാണ്.,Negative
Teri to fissss,Neutral
😂😂😂😂😂😂😂. What a stupidxxxxxx,Negative
I'm proud u sister of cisf police.,Positive
Teri maa kiya bol Rahi thi waha ye bhi bata,Neutral
Violence can never be supported. Vote for kangana.,Negative
2014 के बाद की आजादी का आलम बहुत खूबसूरत  जवान जय श्री CRPF जवान ❤❤❤❤❤,Positive
कंगना को आजादी मिल गई 2024 में 😂😂,Positive
ये थप्पड़ कंगना के अंगना में नही बल्कि भाजपा को पड़ा है😂😂😂😂,Negative
Shameless constable,Negative
"Kuch kaand ki hogi, kangana ji ne, anyatha CISF mahila ne bewajah aiwe hi chehera chamkaye kya!!!😂😂haath pairo ka pata nhi lekin kangana ji k zabaan tez talwar jitni dhaar hai woh bhi do dhari talwar😂😂😂",Negative
"That's an act of payback , it's clear the uniformed guard was deliberately acting nasty . She should be fired and never again placed in such a job . I don't care that it was a celebrity she klupped , the fact that she didn't think twice about such behavior against another female says enough",Negative
Salute sir 🙏🏻🙏🏻🙏🏻🙏🏻🙋🙋🙋🙋🙋🙋🙋🙋💐💐💐💐💐💐💐💖💖💖💖💖💖🙏🏻🙏🏻🙏🏻🙏🏻👌🏻👌🏻👩‍✈️,Positive
I think cisf women just did for publicity nothing else,Negative
Khotistani hai ye in par ab bharosa nhi Kiya ja sakta,Negative
वो चाहती थी उसको तिकिट मिले,Neutral
Sadda hakk,Neutral
Police officer hai kaise lagi one shot gun shot me kap lali men badal gya tha 😊😊😊,Positive
5 6 sleep or mar na ta,Neutral
Brave soul....military woman...salute 2 her,Positive
"She deserves, congratulations..",Positive
What respect! Just bullshit is this way cisf do ! There are certain rules and laws to be followed,Negative
Sikh 1 percent h pr dekho kis tarah defame krne pr bardasht nhi krte or sahi jawab dete h or tm 25 percent hoke bhi bs khud ki tasalli k liy apne me xyz bolke reh jaate ho.. bs khaane peene soney ki aadat lggyi h,Negative
"upki mataji kya koi mohan bekti hai jo aisa kam nehi kar sakte, or upki  mataji  kaisa hai bwo upki harkaton sehi pata chal jata hain, tankhya toh gov. Upko dete hai to bwohi paisa se khakar upki Mummy aisey aisey road me gundagardi karne gya hoga na,jis।",Negative
Very good CISF,Positive
"कंगना को दिन में ही दिख गया आजादी वाला तारा, 🇮🇳🙏",Positive
❤,Positive
To Madam ji aap abhi Duty kar rahi hai na ki आंदोलन,Neutral
Very good CISF officer maam ❤❤❤ I support you,Positive
Great job 😂,Positive
Bole So Nihaal Satssriyakaal  Wahegurujida Khalsa Waheguruji ki Fateheee.......🔥🔥🔥,Positive
"I'm so proud of the CISF lady, Kisan mazdoor ekta zindabad!!! Death to kangna",Positive
Ledi Andhbhakt ke mhu pe tamacha😂😂😂,Negative
"Jab Ekta Kapoor Balaji mein Army ke family ko waisa darshaya tha,tab kaha gayi thi iss CISF Jawan ki desh prem?",Negative
Kangana 100 rupiye k liye tu puri bik jati hai.. kisaan bankar dekh tabhi tujhe kisaan ki value samajh ayegi,Positive
Iski jindgi jhand ho gyi ab kour ki,Negative
"There are equal rules and laws for everyone, this has been proved today #KR❤😊🏩👩🈂️🌎📱",Neutral
The sikh Community sees  her as hero the Muslims and Christians support her now decide who is who Hindus vs sikh Muslims and Christian,Neutral
"क्यों बैठी थी तेरी मां...? ऐसी क्या खेती होती है पंजाब में जो UP, Haryana, MP , rajasthan आदि में नही होती,",Negative
❤very nice,Positive
"I salute you mam
Jai Hind",Positive
Goood madam 🙏,Positive
Ye india ke sharni  hai 🎉🎉🎉🎉,Positive
Thank God dono gaal pe nahi bajaya... 😊bechari ke saath aisa nahi karna chahiye tha ..bhale he vo kisi ki maa behan ko kuch bole..😊,Positive
Accha keya,Negative
Iski badiya khatirdaari krni pdegi jawano ko....kyunki...iss cisf lady ki testosterone ki maatra bhut jyada ho gya hai....isski garami issi trrrike se koi na koi toh pakka nikalega....,Negative
Chawal jnani,Negative
Isiliye. Modi. Govt sarakari.  Noukari. Nhi nikal. Rhi h. Chamche. Na aajaye. .,Negative
Jihadiyo se cam. Nafrat nhi. Bhara h reservation se noukari lene walo me,Negative
Misuse of uniform,Negative
Beta hum apke sath hai jo hoo gaya Nadda bhi eski  tarah hai,Neutral
CISF badsurat hai dil se bhi or surat se bhi,Negative
Respect the parents like this way..  Wow lucky parents...  Some people need to learn what is the value of parents by this...,Positive
She look like kavita kaushik from f. I. R serial. 🤣,Neutral
Well done sister,Positive
Is zahil aurat ko ye nahi samjh aa rha ki ye duty par hi aur wo bhi airport par.,Negative
I don’t see the slap 😅 can someone point out how many seconds/ minutes into this video !,Negative
"If someone is saying something bad about someone...yes ,you will get angry but you can not slapped or harm anyone by using that respected uniform 😢",Negative
Staged drama to gain publicity.,Negative
Brave girl,Positive
Dam hota to vardi ke bina hath uthati teri aukat pata chaljati tere liye to mere pas gali bhi nahee hai,Negative
are bhai thappad wala video to koi dala nhi,Negative
लप्पड़ मारते हुए तो दिखाया नहीं तुमने??,Negative
Ismrti Irani Ki Jagah Ab Kanga Modi Ki Rakhel Ban Chuki Hai Ab To Modi Kangna Ki Bikni Seen Ka Pura Maza Lega 😂😂😂😂,Negative
"How many people's love and support 💞 
CISF WOMEN",Positive
Kangna ko jail me dalo,Negative
"Kangna ke piche topi vala uska banda dekho ladki ko mar raha hai tapli sala khud to ladies ki respect karte nahi, inko to padni hi chahiye",Negative
Fauji bahan ne ek thappad mara mujhe achcha nahin Laga kam se kam do 😂😂😂😂😂❤❤❤❤,Positive
Bahutay bdhiya guard didi.. ek mere taraf se b... Ye wahi h sanki jb mumbai me fasi thi to iska case ek muslim wakil ne lada tha aur ye Muslims ko b galat bola tha...,Negative
No one is talking what rubbish what kangana said she said ye aurate 100 200 rs ke liye protest pe baithi hai baaki agar kisi aur state ki hoti toh log uski tareef krte woh thi punjab ki esliye log nafrat krte hai,Negative
Jise topi wale ko ladki ke marte hue dekha wo like kro us pr koi action nhi lega😡😡,Negative
👑❤🇮🇳,Positive
Braveness,Positive
சூப்பர்,Neutral
Both r wrong..kangana should follow the rules by keeping her phone for scanning and not push the lady in charge but this doesn't allow the officer to slap her ..,Negative
Salute hai didi apko ap par Garv hai pure desh ko salam hai didi apko apki himmat ki daad dena hoga,Positive
😂😂😂👏👏👏 aajadi mil gyi,Positive
Kon ye hai kannada to kaudi,Negative
Brave women 👍 salute for her ❤,Positive
Jio💪💪,Positive
Quub maarna tah aik hi q????,Negative
"She shouldn't have had slapped her , kangana gave speech  , she could have had said verbally,  physical violence is a crime",Negative
"Iss ladki ko turant se iske pad se hatana chahiye iss ladki ney janta ko surksha dene waali wardi ka apmaan kiya hai iss ladki ko turant iske job se hataa dena chahiye. Jay hind. Vande Matram 
L
lpll

L
L",Negative
"😂😂😂😂😂😂 thagna lanawat ka muh dekhne layak hoga, us time 😂😂😂😂😂😂😂😂😂",Neutral
Esko cisf se bhar kiya jaye,Negative
Esne foj ka name khrab kiya hai,Negative
"Kangna baja hai kahi dur ,khn ,khn, khn.......",Negative
"CISF is the security police. If they will do something like this, this is dangerous.",Negative
Udta Punjab,Neutral
Bush ak thapdh maa ko gali dene vale ko to 10 tapdh padhna tha,Negative
Bahut accha hai,Negative
India ma aj b bht sa log bht hi ghatiyaa or aik dam downgrade soch k Malik hain Jo b ha she is no one to hit her on her face how dare she is,Negative
Big salute,Positive
भांड के बच्ची मिट्टी मे मिल गयी ना 😂😂😂😂😂,Negative
Abhi anjana aur rubika ki naari hai....,Neutral
HIMMAT HONE CHAHYE AYSE JABAZEE DIKHANE K LEYE,Negative
Ish Army lady ko suspend Karo 😮😮😮,Negative
कंगना बजा है कहीं दूर खन.. खन.. खन... खन न न न...😂😅,Neutral
Sahi padi 😂😂😂😂😂,Positive
Nashedi kangana ranaut isi ke layak hai,Negative
Braveheart ❤,Positive
Salute Sister ❤ u did right,Positive
❤ Bravo ! जय किसान ! जय जओयान !,Positive
😭😭😭😭😭,Negative
Kangana Ranaut madam is shocked💔💔,Negative
Chappals maarna kangano ko shaani hai vo,Negative
"Wardi maa se leke aayi thi?
Isko suspend karna chahiye aur undertaking ke baad hi wapas naukri par rakhna chahiye.
Nahi toh jao, kisan aandolan hi Karo.
Isse fark nahi padta ki kisi ne kya kaha, ya kiya hai, tumhari duty, tumhari wardi iske upar hai. Uski izzat karo.",Negative
